Reference area,Measure.1,Sex.1,TIME_PERIOD,OBS_VALUE
United Kingdom,Share of population who are obese,Total,2009,23
United Kingdom,Share of population who are obese,Total,2010,26.1
United Kingdom,Share of population who are obese,Total,2011,24.8
United Kingdom,Share of population who are obese,Total,2012,24.7
United Kingdom,Share of population who are obese,Total,2013,24.9
United Kingdom,Share of population who are obese,Total,2014,25.6
United Kingdom,Share of population who are obese,Total,2015,26.9
United Kingdom,Share of population who are obese,Total,2016,26.2
United Kingdom,Share of population who are obese,Total,2017,28.7
United Kingdom,Share of population who are obese,Total,2018,27.7
United Kingdom,Share of population who are obese,Total,2019,28
United Kingdom,Share of population who are overweight or obese,Total,1980,36
United Kingdom,Share of population who are overweight or obese,Total,1987,41
United Kingdom,Share of population who are overweight or obese,Total,1991,49
United Kingdom,Share of population who are overweight or obese,Total,1992,50
United Kingdom,Share of population who are overweight or obese,Total,1993,52.9
United Kingdom,Share of population who are overweight or obese,Total,1994,53.1
United Kingdom,Share of population who are overweight or obese,Total,1995,54.5
United Kingdom,Share of population who are overweight or obese,Total,1996,56.2
United Kingdom,Share of population who are overweight or obese,Total,1997,56.9
United Kingdom,Share of population who are overweight or obese,Total,1998,57.7
United Kingdom,Share of population who are overweight or obese,Total,1999,57.9
United Kingdom,Share of population who are overweight or obese,Total,2000,60
United Kingdom,Share of population who are overweight or obese,Total,2001,61.6
United Kingdom,Share of population who are overweight or obese,Total,2002,60.6
United Kingdom,Share of population who are overweight or obese,Total,2003,60.5
United Kingdom,Share of population who are overweight or obese,Total,2004,61.8
United Kingdom,Share of population who are overweight or obese,Total,2005,60.5
United Kingdom,Share of population who are overweight or obese,Total,2006,61.6
United Kingdom,Share of population who are overweight or obese,Total,2007,60.8
United Kingdom,Share of population who are overweight or obese,Total,2008,61.4
United Kingdom,Share of population who are overweight or obese,Total,2009,61.3
United Kingdom,Share of population who are overweight or obese,Total,2010,62.8
United Kingdom,Share of population who are overweight or obese,Total,2011,61.7
United Kingdom,Share of population who are overweight or obese,Total,2012,61.9
United Kingdom,Share of population who are overweight or obese,Total,2013,62.1
United Kingdom,Share of population who are overweight or obese,Total,2014,61.7
United Kingdom,Share of population who are overweight or obese,Total,2015,62.9
United Kingdom,Share of population who are overweight or obese,Total,2016,61.4
United Kingdom,Share of population who are overweight or obese,Total,2017,64.3
United Kingdom,Share of population who are overweight or obese,Total,2018,63.3
United Kingdom,Share of population who are overweight or obese,Total,2019,64.2
United Kingdom,Share of population who are overweight,Female,1980,24
United Kingdom,Share of population who are overweight,Female,1987,24
United Kingdom,Share of population who are overweight,Female,1991,29
United Kingdom,Share of population who are overweight,Female,1992,29
United Kingdom,Share of population who are overweight,Female,1993,32.2
United Kingdom,Share of population who are overweight,Female,1994,31.4
United Kingdom,Share of population who are overweight,Female,1995,32.9
United Kingdom,Share of population who are overweight,Female,1996,33.6
United Kingdom,Share of population who are overweight,Female,1997,32.8
United Kingdom,Share of population who are overweight,Female,1998,32.1
United Kingdom,Share of population who are overweight,Female,1999,32.8
United Kingdom,Share of population who are overweight,Female,2000,33.8
United Kingdom,Share of population who are overweight,Female,2001,32.9
United Kingdom,Share of population who are overweight,Female,2002,33.7
United Kingdom,Share of population who are overweight,Female,2003,32.6
United Kingdom,Share of population who are overweight,Female,2004,33.9
United Kingdom,Share of population who are overweight,Female,2005,32.1
United Kingdom,Share of population who are overweight,Female,2006,31.9
United Kingdom,Share of population who are overweight,Female,2007,32
United Kingdom,Share of population who are overweight,Female,2008,32
United Kingdom,Share of population who are overweight,Female,2009,32.8
United Kingdom,Share of population who are overweight,Female,2010,31.7
United Kingdom,Share of population who are overweight,Female,2011,32.5
United Kingdom,Share of population who are overweight,Female,2012,32.1
United Kingdom,Share of population who are overweight,Female,2013,33.3
United Kingdom,Share of population who are overweight,Female,2014,31.4
United Kingdom,Share of population who are overweight,Female,2015,31.2
United Kingdom,Share of population who are overweight,Female,2016,30.5
United Kingdom,Share of population who are overweight,Female,2017,31.5
United Kingdom,Share of population who are overweight,Female,2018,30.5
United Kingdom,Share of population who are overweight,Female,2019,31.3
United Kingdom,Share of population who are obese,Female,2014,20.4
United Kingdom,Share of population who are obese,Female,2017,21.6
United Kingdom,Share of population who are obese,Female,2021,25.4
United Kingdom,Share of population who are overweight or obese,Female,2021,59
United Kingdom,Share of population who are overweight,Total,1980,29
United Kingdom,Share of population who are overweight,Total,1987,31
United Kingdom,Share of population who are overweight,Total,1991,35
United Kingdom,Share of population who are overweight,Total,1992,36
United Kingdom,Share of population who are overweight,Total,1993,38
United Kingdom,Share of population who are overweight,Total,1994,37.4
United Kingdom,Share of population who are overweight,Total,1995,38.1
United Kingdom,Share of population who are overweight,Total,1996,38.7
United Kingdom,Share of population who are overweight,Total,1997,38.5
United Kingdom,Share of population who are overweight,Total,1998,38.3
United Kingdom,Share of population who are overweight,Total,1999,38
United Kingdom,Share of population who are overweight,Total,2000,38.8
United Kingdom,Share of population who are overweight,Total,2001,39.2
United Kingdom,Share of population who are overweight,Total,2002,38.1
United Kingdom,Share of population who are overweight,Total,2003,37.9
United Kingdom,Share of population who are overweight,Total,2004,38.8
United Kingdom,Share of population who are overweight,Total,2005,37.3
United Kingdom,Share of population who are overweight,Total,2006,37.6
United Kingdom,Share of population who are overweight,Total,2007,36.7
United Kingdom,Share of population who are overweight,Total,2008,36.9
United Kingdom,Share of population who are overweight,Total,2009,38.3
United Kingdom,Share of population who are overweight,Total,2010,36.7
United Kingdom,Share of population who are overweight,Total,2011,36.9
United Kingdom,Share of population who are overweight,Total,2012,37.1
United Kingdom,Share of population who are overweight,Total,2013,37.2
United Kingdom,Share of population who are overweight,Total,2014,36.2
United Kingdom,Share of population who are overweight,Total,2015,36.1
United Kingdom,Share of population who are overweight,Total,2016,35.2
United Kingdom,Share of population who are overweight,Total,2017,35.6
United Kingdom,Share of population who are overweight,Total,2018,35.5
United Kingdom,Share of population who are overweight,Total,2019,36.2
United Kingdom,Share of population who are obese,Male,2014,19.8
United Kingdom,Share of population who are obese,Male,2017,20.3
United Kingdom,Share of population who are obese,Male,2021,26.5
United Kingdom,Share of population who are overweight or obese,Male,1980,39
United Kingdom,Share of population who are overweight or obese,Male,1987,45
United Kingdom,Share of population who are overweight or obese,Male,1991,53
United Kingdom,Share of population who are overweight or obese,Male,1992,54
United Kingdom,Share of population who are overweight or obese,Male,1993,57.6
United Kingdom,Share of population who are overweight or obese,Male,1994,58.1
United Kingdom,Share of population who are overweight or obese,Male,1995,59.3
United Kingdom,Share of population who are overweight or obese,Male,1996,61
United Kingdom,Share of population who are overweight or obese,Male,1997,62.2
United Kingdom,Share of population who are overweight or obese,Male,1998,62.8
United Kingdom,Share of population who are overweight or obese,Male,1999,62.6
United Kingdom,Share of population who are overweight or obese,Male,2000,65.5
United Kingdom,Share of population who are overweight or obese,Male,2001,67.6
United Kingdom,Share of population who are overweight or obese,Male,2002,65.5
United Kingdom,Share of population who are overweight or obese,Male,2003,65.4
United Kingdom,Share of population who are overweight or obese,Male,2004,66.6
United Kingdom,Share of population who are overweight or obese,Male,2005,64.7
United Kingdom,Share of population who are overweight or obese,Male,2006,67.1
United Kingdom,Share of population who are overweight or obese,Male,2007,65.1
United Kingdom,Share of population who are overweight or obese,Male,2008,65.9
United Kingdom,Share of population who are overweight or obese,Male,2009,65.8
United Kingdom,Share of population who are overweight or obese,Male,2010,67.8
United Kingdom,Share of population who are overweight or obese,Male,2011,65
United Kingdom,Share of population who are overweight or obese,Male,2012,66.6
United Kingdom,Share of population who are overweight or obese,Male,2013,67.1
United Kingdom,Share of population who are overweight or obese,Male,2014,65.3
United Kingdom,Share of population who are overweight or obese,Male,2015,67.8
United Kingdom,Share of population who are overweight or obese,Male,2016,65.7
United Kingdom,Share of population who are overweight or obese,Male,2017,67.2
United Kingdom,Share of population who are overweight or obese,Male,2018,66.9
United Kingdom,Share of population who are overweight or obese,Male,2019,68.2
,,,,
